web-scraper-order,web-scraper-start-url,Article-Links,Article-Links-href,Articles-Content,gist
"1699700918-638","https://www.insidethegames.biz/writers/24302/vimal-sankar?page=91","Hangzhou 2022 signs deal for Dan Diagnostics to supply health testing services","https://www.insidethegames.biz/articles/1119400/hangzhou-2022-health-testing-services","Hangzhou 2022 will aim to control or bring down those numbers with the assistance of Dan Diagnostics.","Dan Diagnostics has become the official supplier of health testing services for the Hangzhou 2022 Asian Games."
"1699700918-639","https://www.insidethegames.biz/writers/24302/vimal-sankar?page=91","Hangzhou 2022 signs deal for Dan Diagnostics to supply health testing services","https://www.insidethegames.biz/articles/1119400/hangzhou-2022-health-testing-services","Hangzhou 2022 is set to be held from September 10 to 25.","Dan Diagnostics has become the official supplier of health testing services for the Hangzhou 2022 Asian Games."
"1699700918-640","https://www.insidethegames.biz/writers/24302/vimal-sankar?page=91","Hangzhou 2022 signs deal for Dan Diagnostics to supply health testing services","https://www.insidethegames.biz/articles/1119400/hangzhou-2022-health-testing-services","The Asian Games will see 40 sports, 61 disciplines and 482 events held in 55 venues around Hangzhou and Zhejiang province in eastern China if all goes to plan.","Dan Diagnostics has become the official supplier of health testing services for the Hangzhou 2022 Asian Games."
"1699700921-641","https://www.insidethegames.biz/writers/24302/vimal-sankar?page=91","Canada's men and women reach Pan Am Cup finals","https://www.insidethegames.biz/articles/1119571/pan-am-badminton-canada-final","Canada will face Brazil in the men’s final and the United States in the women’s final.","Canada's men and women qualified for the Pan Am Male and Female Cup finals after beating Mexico and Guatemala, respectively."
"1699700921-642","https://www.insidethegames.biz/writers/24302/vimal-sankar?page=91","Canada's men and women reach Pan Am Cup finals","https://www.insidethegames.biz/articles/1119571/pan-am-badminton-canada-final","Brian Yang brushed past Lino Muñoz 24-22, 21-8 to give Canada's men the advantage as they beat Mexico 3-1.","Canada's men and women qualified for the Pan Am Male and Female Cup finals after beating Mexico and Guatemala, respectively."
"1699700921-643","https://www.insidethegames.biz/writers/24302/vimal-sankar?page=91","Canada's men and women reach Pan Am Cup finals","https://www.insidethegames.biz/articles/1119571/pan-am-badminton-canada-final","BR Sankeerth then got the better of Luis Armando Montoya Navarro 21-13, 21-19 to make it 2-0.","Canada's men and women qualified for the Pan Am Male and Female Cup finals after beating Mexico and Guatemala, respectively."
"1699700921-644","https://www.insidethegames.biz/writers/24302/vimal-sankar?page=91","Canada's men and women reach Pan Am Cup finals","https://www.insidethegames.biz/articles/1119571/pan-am-badminton-canada-final","Mexico fought back as Job Castillo earned a hard-fought 21-10, 20-22, 21-16 victory over Victor Lai in the third match, sparking hopes of a comeback.","Canada's men and women qualified for the Pan Am Male and Female Cup finals after beating Mexico and Guatemala, respectively."
"1699700921-645","https://www.insidethegames.biz/writers/24302/vimal-sankar?page=91","Canada's men and women reach Pan Am Cup finals","https://www.insidethegames.biz/articles/1119571/pan-am-badminton-canada-final","However, doubles pair of Kevin Lee and Ty Alexander Lindeman sealed the victory with a 21-13, 15-21, 21-16 win over Sebastian Martinez Cardoso and Muñoz.","Canada's men and women qualified for the Pan Am Male and Female Cup finals after beating Mexico and Guatemala, respectively."
"1699700921-646","https://www.insidethegames.biz/writers/24302/vimal-sankar?page=91","Canada's men and women reach Pan Am Cup finals","https://www.insidethegames.biz/articles/1119571/pan-am-badminton-canada-final","Brazil's men beat the US 3-0.","Canada's men and women qualified for the Pan Am Male and Female Cup finals after beating Mexico and Guatemala, respectively."
"1699700921-647","https://www.insidethegames.biz/writers/24302/vimal-sankar?page=91","Canada's men and women reach Pan Am Cup finals","https://www.insidethegames.biz/articles/1119571/pan-am-badminton-canada-final","Wendy Zhang started the proceedings for Canada's women with a routine 21-15, 21-9 win over Guatemala’s Nikté Sotomayor, and Canada went on to win 5-0.","Canada's men and women qualified for the Pan Am Male and Female Cup finals after beating Mexico and Guatemala, respectively."
"1699700921-648","https://www.insidethegames.biz/writers/24302/vimal-sankar?page=91","Canada's men and women reach Pan Am Cup finals","https://www.insidethegames.biz/articles/1119571/pan-am-badminton-canada-final","Camille Leblanc won 21-6, 15-21, 21-10 over Alejandra José Paiz Quan and the third singles game saw Eliana Zhang oust Mariana Isabel Paiz Quan 21-4, 21-7.","Canada's men and women qualified for the Pan Am Male and Female Cup finals after beating Mexico and Guatemala, respectively."
"1699700921-649","https://www.insidethegames.biz/writers/24302/vimal-sankar?page=91","Canada's men and women reach Pan Am Cup finals","https://www.insidethegames.biz/articles/1119571/pan-am-badminton-canada-final","The doubles matches saw Catherine Choi and Josephine Wu beat Diana Corleto Soto and Sotomayor 21-10, 21-19 before Crustal Lai and Alexandra Mocanu triumphed over Alejandra José Paiz Quan and Mariana Isabel Paiz Quan 21-5, 21-13 to complete an emphatic win.","Canada's men and women qualified for the Pan Am Male and Female Cup finals after beating Mexico and Guatemala, respectively."
"1699700921-650","https://www.insidethegames.biz/writers/24302/vimal-sankar?page=91","Canada's men and women reach Pan Am Cup finals","https://www.insidethegames.biz/articles/1119571/pan-am-badminton-canada-final","The American women beat Brazil 3-0 to reach the final.","Canada's men and women qualified for the Pan Am Male and Female Cup finals after beating Mexico and Guatemala, respectively."
"1699700927-651","https://www.insidethegames.biz/writers/24302/vimal-sankar?page=91","Women's softball trials conducted in Thailand for Hangzhou 2022 Asian Games","https://www.insidethegames.biz/articles/1119599/thailand-softball-hangzhou-2022","From the 83 players who attended the trial, 21 were selected based on their technical skills, a fitness assessment and game components.","The Softball Association of Thailand (SBAT) has conducted a selection trial for the women's national team, in advance of the Hangzhou 2022 Asian Games."
"1699700927-652","https://www.insidethegames.biz/writers/24302/vimal-sankar?page=91","Women's softball trials conducted in Thailand for Hangzhou 2022 Asian Games","https://www.insidethegames.biz/articles/1119599/thailand-softball-hangzhou-2022","The SBAT will further narrow down the number of players to 17, before this year's Asian Games, set to be held from September 10 to 25.","The Softball Association of Thailand (SBAT) has conducted a selection trial for the women's national team, in advance of the Hangzhou 2022 Asian Games."
"1699700927-653","https://www.insidethegames.biz/writers/24302/vimal-sankar?page=91","Women's softball trials conducted in Thailand for Hangzhou 2022 Asian Games","https://www.insidethegames.biz/articles/1119599/thailand-softball-hangzhou-2022","Thailand are ranked 41st in the World Baseball Softball Confederation women's softball rankings and finished eighth in the Asian Women's Softball Championship in 2019.","The Softball Association of Thailand (SBAT) has conducted a selection trial for the women's national team, in advance of the Hangzhou 2022 Asian Games."
"1699700927-654","https://www.insidethegames.biz/writers/24302/vimal-sankar?page=91","Women's softball trials conducted in Thailand for Hangzhou 2022 Asian Games","https://www.insidethegames.biz/articles/1119599/thailand-softball-hangzhou-2022","Women's softball made its Asian Games debut in 1990 and has remained on the programme ever since.","The Softball Association of Thailand (SBAT) has conducted a selection trial for the women's national team, in advance of the Hangzhou 2022 Asian Games."
"1699700927-655","https://www.insidethegames.biz/writers/24302/vimal-sankar?page=91","Women's softball trials conducted in Thailand for Hangzhou 2022 Asian Games","https://www.insidethegames.biz/articles/1119599/thailand-softball-hangzhou-2022","Five-time winners Japan are set to be the defending champions at Hangzhou 2022.","The Softball Association of Thailand (SBAT) has conducted a selection trial for the women's national team, in advance of the Hangzhou 2022 Asian Games."
"1699700927-656","https://www.insidethegames.biz/writers/24302/vimal-sankar?page=91","Women's softball trials conducted in Thailand for Hangzhou 2022 Asian Games","https://www.insidethegames.biz/articles/1119599/thailand-softball-hangzhou-2022","China have won three Asian Games titles, their last coming in 1990 in Beijing.","The Softball Association of Thailand (SBAT) has conducted a selection trial for the women's national team, in advance of the Hangzhou 2022 Asian Games."
"1699700927-657","https://www.insidethegames.biz/writers/24302/vimal-sankar?page=91","Women's softball trials conducted in Thailand for Hangzhou 2022 Asian Games","https://www.insidethegames.biz/articles/1119599/thailand-softball-hangzhou-2022","Thailand did not participate in softball at the 2018 Asian Games, but did appear at Incheon 2014 and Guangzhou 2010.","The Softball Association of Thailand (SBAT) has conducted a selection trial for the women's national team, in advance of the Hangzhou 2022 Asian Games."
"1699700937-658","https://www.insidethegames.biz/writers/24302/vimal-sankar?page=90","Canada, United States win titles at Pan Am Male and Female Cup","https://www.insidethegames.biz/articles/1119603/pan-am-badminton-canada-us","Brian Yang, who starred against Mexico in the semi-final, had a day to forget versus Brazil, losing to Ygor Coelho 21-15, 10-21, 14-21.","Canada's men retained their title at the Pan Am Male and Female Cup, but the women relinquished their crown after going down 3-0 to the United States in the final."
"1699700937-659","https://www.insidethegames.biz/writers/24302/vimal-sankar?page=90","Canada, United States win titles at Pan Am Male and Female Cup","https://www.insidethegames.biz/articles/1119603/pan-am-badminton-canada-us","However, BR Sankeerth made up for Yang’s mistakes in the second match against Jonathan Matias with a hard-fought 23-25, 22-20, 22-20 victory.","Canada's men retained their title at the Pan Am Male and Female Cup, but the women relinquished their crown after going down 3-0 to the United States in the final."
